# RaceVideoToLog v2.7.2
# video_hash=da1e455f100f50a2, video=test5.mp4, fps=59.767, codec=h264
# roi=843,993,948,1025, format=km/h, frame_start=362, frame_end=7585
# max_speed=400.0, max_accel=40.0, div=1, target_h=48, max_width=72, pad=0, buffer=16
# backend=CPU, model=v6_small, video_backend=decord/GPU
# stats: total=7223, trusted=7111, corrected=41
# timing: ocr=34.3s, decode=14.1s, inference=33.8s, correction=2.5s
3967,2476.98,94,21
3968,2477.41,94,21
3969,2477.85,94,21
3970,2478.28,93,21
3971,2478.72,93,21
3972,2479.15,93,21
3973,2479.58,93,21
3974,2480.01,93,21
3975,2480.45,93,21
3976,2480.88,92,21
3977,2481.30,92,21
3978,2481.73,92,21
3979,2482.16,91,21
3980,2482.58,91,21
3981,2483.00,91,21
3982,2483.42,91,21
3983,2483.84,90,21
3984,2484.26,90,21
3985,2484.68,90,21
3986,2485.10,89,21
3987,2485.51,89,21
3988,2485.92,89,21
3989,2486.34,89,21
3990,2486.75,89,21
3991,2487.17,89,21
3992,2487.58,88,21
3993,2487.99,88,21
3994,2488.39,88,0
3995,2488.80,88,0
3996,2489.21,88,0
3997,2489.62,87,0
3998,2490.02,87,0
3999,2490.43,87,0
4000,2490.83,87,12
4001,2491.24,87,11
4002,2491.66,94,11
4003,2492.08,86,12
4004,2492.48,86,0
4005,2492.88,86,0
4006,2493.27,85,0
4007,2493.67,85,0
4008,2494.06,85,0
4009,2494.46,85,0
4010,2494.85,85,21
4011,2495.25,85,21
4012,2495.64,84,21
4013,2496.03,84,21
4014,2496.42,84,21
4015,2496.81,84,21
4016,2497.20,84,21
4017,2497.59,83,21
4018,2497.98,83,21
4019,2498.36,83,21
4020,2498.75,83,21
4021,2499.13,83,21
4022,2499.52,82,21
4023,2499.90,82,21
4024,2500.28,82,21
4025,2500.66,82,21
4026,2501.04,82,21
4027,2501.42,82,21
4028,2501.80,82,21
4029,2502.18,82,21
4030,2502.57,83,21
4031,2502.95,83,21
4032,2503.34,83,21
4033,2503.73,84,21
4034,2504.12,84,21
4035,2504.51,84,21
4036,2504.90,84,21
4037,2505.29,85,21
4038,2505.69,85,21
4039,2506.08,85,21
4040,2506.48,86,21
4041,2506.88,86,21
4042,2507.28,86,21
4043,2507.68,86,21
4044,2508.08,87,21
4045,2508.48,87,21
4046,2508.89,87,21
4047,2509.29,87,21
4048,2509.70,87,21
4049,2510.10,88,21
4050,2510.51,88,21
4051,2510.92,88,21
4052,2511.33,88,21
4053,2511.74,88,21
4054,2512.15,88,21
4055,2512.56,89,21
4056,2512.97,89,21
4057,2513.39,89,21
4058,2513.80,89,21
4059,2514.21,89,21
4060,2514.63,89,21
4061,2515.04,89,21
4062,2515.46,90,21
4063,2515.88,90,21
4064,2516.29,90,21
4065,2516.71,90,21
4066,2517.13,91,21
4067,2517.56,91,21
4068,2517.98,91,21
4069,2518.40,92,21
4070,2518.83,92,21
4071,2519.26,92,21
4072,2519.69,92,21
4073,2520.12,92,21
4074,2520.54,92,21
4075,2520.97,93,21
4076,2521.40,93,21
4077,2521.84,93,21
4078,2522.27,94,21
4079,2522.71,94,21
4080,2523.15,94,21
4081,2523.58,94,21
4082,2524.02,95,21
4083,2524.46,95,21
4084,2524.90,95,21
4085,2525.35,95,21
4086,2525.79,95,21
4087,2526.23,96,21
4088,2526.68,96,21
4089,2527.12,96,21
4090,2527.57,96,21
4091,2528.02,96,21
4092,2528.46,96,21
4093,2528.91,96,21
4094,2529.35,96,21
4095,2529.80,96,21
4096,2530.25,96,21
4097,2530.69,96,21
4098,2531.14,96,21
4099,2531.59,96,21
4100,2532.03,96,21
4101,2532.48,96,21
4102,2532.92,96,21
4103,2533.37,96,21
4104,2533.82,96,21
4105,2534.26,96,21
4106,2534.71,96,21
4107,2535.15,96,21
4108,2535.60,96,21
4109,2536.05,96,21
4110,2536.49,96,21
4111,2536.94,96,21
4112,2537.39,96,21
4113,2537.83,96,21
4114,2538.28,96,21
4115,2538.72,96,21
4116,2539.17,96,21
4117,2539.62,96,21
4118,2540.06,96,21
4119,2540.51,96,21
4120,2540.95,95,21
4121,2541.39,95,21
4122,2541.84,95,21
4123,2542.28,95,21
4124,2542.72,95,21
4125,2543.16,95,21
4126,2543.60,95,21
4127,2544.04,95,21
4128,2544.49,95,21
4129,2544.93,95,21
4130,2545.37,95,21
4131,2545.81,95,21
4132,2546.25,95,21
4133,2546.69,95,21
4134,2547.13,95,21
4135,2547.58,95,21
4136,2548.02,95,21
4137,2548.46,95,21
4138,2548.90,95,21
4139,2549.34,95,21
4140,2549.78,95,21
4141,2550.22,95,21
4142,2550.67,95,21
4143,2551.11,95,21
4144,2551.55,95,21
4145,2551.99,95,21
4146,2552.43,95,21
4147,2552.87,95,21
4148,2553.32,95,21
4149,2553.76,95,21
4150,2554.20,95,21
4151,2554.64,95,21
4152,2555.08,95,21
4153,2555.52,95,21
4154,2555.97,96,21
4155,2556.41,96,21
4156,2556.86,96,21
4157,2557.31,96,21
4158,2557.75,96,21
4159,2558.20,96,21
4160,2558.64,96,21
4161,2559.09,96,21
4162,2559.54,96,21
4163,2559.98,96,21
4164,2560.43,96,21
4165,2560.87,96,21
4166,2561.32,96,21
4167,2561.77,96,21
4168,2562.21,96,21
4169,2562.66,96,21
4170,2563.11,96,21
4171,2563.55,96,21
4172,2564.00,97,21
4173,2564.45,97,21
4174,2564.90,97,21
4175,2565.36,98,21
4176,2565.81,98,21
4177,2566.27,98,21
4178,2566.72,98,21
4179,2567.18,98,21
4180,2567.63,98,21
4181,2568.09,99,21
4182,2568.55,99,21
4183,2569.01,99,21
4184,2569.47,100,21
4185,2569.94,100,21
4186,2570.40,101,21
4187,2570.87,101,21
4188,2571.34,101,21
4189,2571.81,101,21
4190,2572.28,102,21
4191,2572.76,102,21
4192,2573.24,103,21
4193,2573.72,104,21
4194,2574.20,104,21
4195,2574.68,104,21
4196,2575.17,104,21
4197,2575.65,105,21
4198,2576.14,105,21
4199,2576.63,106,21
4200,2577.12,106,21
4201,2577.62,106,21
4202,2578.11,107,21
4203,2578.61,107,21
4204,2579.11,108,21
4205,2579.61,108,21
4206,2580.11,108,21
4207,2580.61,108,21
4208,2581.12,109,21
4209,2581.62,109,21
4210,2582.13,110,21
4211,2582.64,110,21
4212,2583.16,110,21
4213,2583.67,111,21
4214,2584.19,111,11
4215,2584.70,112,21
4216,2585.22,112,21
4217,2585.74,112,21
4218,2586.27,113,21
4219,2586.79,114,21
4220,2587.32,114,21
4221,2587.85,114,21
4222,2588.38,114,21
4223,2588.92,115,21
4224,2589.45,115,21
4225,2589.99,116,21
4226,2590.53,116,21
4227,2591.07,117,21
4228,2591.61,117,21
4229,2592.16,117,21
4230,2592.70,118,21
4231,2593.25,118,21
4232,2593.80,119,21
4233,2594.35,119,21
4234,2594.91,120,21
4235,2595.47,120,21
4236,2596.03,120,21
4237,2596.59,121,21
4238,2597.15,121,21
4239,2597.71,122,21
4240,2598.28,122,21
4241,2598.85,123,21
4242,2599.42,123,21
4243,2599.99,123,21
4244,2600.56,123,21
4245,2601.14,124,21
4246,2601.72,125,21
4247,2602.30,125,21
4248,2602.88,126,21
4249,2603.47,126,21
4250,2604.05,126,21
4251,2604.64,126,21
4252,2605.23,127,21
4253,2605.82,127,21
4254,2606.41,128,21
4255,2607.01,129,21
4256,2607.60,129,21
4257,2608.21,130,21
4258,2608.81,130,21
4259,2609.42,131,21
4260,2610.03,131,21
4261,2610.63,131,21
4262,2611.24,131,21
4263,2611.85,132,21
4264,2612.47,133,21
4265,2613.09,133,21
4266,2613.71,134,21
4267,2614.33,134,21
4268,2614.96,135,21
4269,2615.58,135,21
4270,2616.21,136,21
4271,2616.85,136,21
4272,2617.48,136,21
4273,2618.11,137,21
4274,2618.75,137,21
4275,2619.39,138,21
4276,2620.03,138,21
4277,2620.67,139,21
4278,2621.32,139,21
4279,2621.97,140,21
4280,2622.62,140,21
4281,2623.27,141,21
4282,2623.93,142,21
4283,2624.59,142,21
4284,2625.25,143,21
4285,2625.92,143,21
4286,2626.58,144,21
4287,2627.25,144,21
4288,2627.92,145,21
4289,2628.60,145,21
4290,2629.27,145,21
4291,2629.95,146,21
4292,2630.63,146,21
4293,2631.31,147,21
4294,2631.99,147,21
4295,2632.68,148,21
4296,2633.36,148,21
4297,2634.05,149,21
4298,2634.75,149,21
4299,2635.44,150,21
4300,2636.14,151,21
4301,2636.84,151,21
4302,2637.55,152,21
4303,2638.25,152,21
4304,2638.96,153,21
4305,2639.67,153,21
4306,2640.39,154,21
4307,2641.10,154,21
4308,2641.82,155,21
4309,2642.54,156,21
4310,2643.27,156,21
4311,2644.00,157,21
4312,2644.73,157,21
4313,2645.46,158,21
4314,2646.19,158,21
4315,2646.93,159,21
4316,2647.67,159,21
4317,2648.41,161,21
4318,2649.16,161,21
4319,2649.91,162,21
4320,2650.66,162,21
4321,2651.42,163,21
4322,2652.18,163,21
4323,2652.94,164,21
4324,2653.70,164,21
4325,2654.46,165,21
4326,2655.23,166,21
4327,2656.00,166,21
4328,2656.78,167,21
4329,2657.55,167,21
4330,2658.33,168,21
4331,2659.11,168,21
4332,2659.90,169,21
4333,2660.68,169,21
4334,2661.47,170,21
4335,2662.26,171,21
4336,2663.06,171,21
4337,2663.85,172,21
4338,2664.65,172,21
4339,2665.45,173,21
4340,2666.26,173,21
4341,2667.07,175,21
4342,2667.88,175,21
4343,2668.70,176,21
4344,2669.52,177,21
4345,2670.34,177,21
4346,2671.16,178,21
4347,2671.99,178,21
4348,2672.82,179,21
4349,2673.65,179,21
4350,2674.49,180,21
4351,2675.32,180,21
4352,2676.16,181,21
4353,2677.01,182,21
4354,2677.85,182,21
4355,2678.70,183,21
4356,2679.55,183,21
4357,2680.40,184,21
4358,2681.26,184,21
4359,2682.12,185,21
4360,2682.98,185,21
4361,2683.84,186,21
4362,2684.70,187,21
4363,2685.57,187,21
4364,2686.44,188,21
4365,2687.32,188,21
4366,2688.19,189,21
4367,2689.07,189,21
4368,2689.96,191,21
4369,2690.84,191,21
4370,2691.73,192,21
4371,2692.63,193,21
4372,2693.53,193,21
4373,2694.42,194,21
4374,2695.33,194,21
4375,2696.23,195,21
4376,2697.14,195,21
4377,2698.05,196,21
4378,2698.96,196,21
4379,2699.87,197,21
4380,2700.79,198,21
4381,2701.71,198,21
4382,2702.63,199,21
4383,2703.56,199,21
4384,2704.48,200,21
4385,2705.41,200,21
4386,2706.34,201,21
4387,2707.28,201,21
4388,2708.21,201,21
4389,2709.15,202,21
4390,2710.09,202,21
4391,2711.03,203,21
4392,2711.97,203,21
4393,2712.92,204,21
4394,2713.87,204,21
4395,2714.82,205,21
4396,2715.77,205,21
4397,2716.72,206,21
4398,2717.68,207,21
4399,2718.65,207,21
4400,2719.61,208,21
4401,2720.58,208,21
4402,2721.55,209,21
4403,2722.52,209,21
4404,2723.49,210,21
4405,2724.47,210,21
4406,2725.45,211,21
4407,2726.43,212,21
4408,2727.41,212,21
4409,2728.40,212,21
4410,2729.38,212,21
4411,2730.37,213,21
4412,2731.36,213,21
4413,2732.35,214,21
4414,2733.35,214,21
4415,2734.35,215,21
4416,2735.35,216,21
4417,2736.35,216,21
4418,2737.36,217,21
4419,2738.37,217,21
4420,2739.38,218,21
4421,2740.39,218,21
4422,2741.40,218,21
4423,2742.42,218,21
4424,2743.43,219,21
4425,2744.45,220,21
4426,2745.47,220,21
4427,2746.50,221,21
4428,2747.53,221,21
4429,2748.56,222,21
4430,2749.59,222,21
4431,2750.62,223,21
4432,2751.66,223,21
4433,2752.69,223,21
4434,2753.73,224,21
4435,2754.77,224,21
4436,2755.82,225,21
4437,2756.86,225,21
4438,2757.91,226,21
4439,2758.96,226,21
4440,2760.01,227,21
4441,2761.07,227,21
4442,2762.12,227,21
4443,2763.18,228,21
4444,2764.24,228,21
4445,2765.30,229,21
4446,2766.37,229,21
4447,2767.43,230,21
4448,2768.50,230,21
4449,2769.57,230,21
4450,2770.64,230,21
4451,2771.71,231,21
4452,2772.79,232,21
4453,2773.87,232,21
4454,2774.95,233,21
4455,2776.03,233,21
4456,2777.11,233,21
4457,2778.20,233,21
4458,2779.28,234,21
4459,2780.37,234,21
4460,2781.46,235,21
4461,2782.55,236,21
4462,2783.65,236,21
4463,2784.75,236,21
4464,2785.84,236,21
4465,2786.94,237,21
4466,2788.04,237,21
4467,2789.15,238,21
4468,2790.25,238,21
4469,2791.36,238,21
4470,2792.47,239,21
4471,2793.58,239,21
4472,2794.69,240,21
4473,2795.81,240,21
4474,2796.93,241,21
4475,2798.05,241,21
4476,2799.17,241,21
4477,2800.29,241,21
4478,2801.41,242,21
4479,2802.54,243,21
4480,2803.67,243,21
4481,2804.79,243,21
4482,2805.92,243,21
4483,2807.06,244,21
4484,2808.19,244,21
4485,2809.33,245,21
4486,2810.46,245,21
4487,2811.60,245,21
4488,2812.74,246,21
4489,2813.89,246,21
4490,2815.03,247,21
4491,2816.18,247,21
4492,2817.33,248,21
4493,2818.48,248,21
4494,2819.64,248,21
4495,2820.79,248,21
4496,2821.94,249,21
4497,2823.10,250,21
4498,2824.27,250,21
4499,2825.43,250,21
4500,2826.59,250,21
4501,2827.75,251,21
4502,2828.92,251,21
4503,2830.09,251,21
4504,2831.25,251,21
4505,2832.42,251,21
4506,2833.59,252,21
4507,2834.76,252,21
4508,2835.93,253,21
4509,2837.11,253,21
4510,2838.29,254,21
4511,2839.47,254,21
4512,2840.65,254,21
4513,2841.83,254,21
4514,2843.01,255,21
4515,2844.20,256,21
4516,2845.39,256,21
4517,2846.58,256,21
4518,2847.77,256,21
4519,2848.96,257,21
4520,2850.16,257,21
4521,2851.35,257,21
4522,2852.54,257,21
4523,2853.74,258,21
4524,2854.94,259,21
4525,2856.15,259,21
4526,2857.35,259,21
4527,2858.55,259,21
4528,2859.76,260,21
4529,2860.97,260,21
4530,2862.18,261,21
4531,2863.39,261,21
4532,2864.61,261,21
4533,2865.82,262,21
4534,2867.04,262,21
4535,2868.26,262,21
4536,2869.47,262,21
4537,2870.69,263,21
4538,2871.92,263,21
4539,2873.14,263,21
4540,2874.36,263,21
4541,2875.59,264,21
4542,2876.81,265,21
4543,2878.05,265,21
4544,2879.28,265,21
4545,2880.51,265,21
4546,2881.74,266,21
4547,2882.98,266,21
4548,2884.22,266,21
4549,2885.45,266,21
4550,2886.69,266,21
4551,2887.92,265,21
4552,2889.15,265,21
4553,2890.38,264,21
4554,2891.61,264,21
4555,2892.83,262,21
4556,2894.05,262,21
4557,2895.26,260,21
4558,2896.47,260,21
4559,2897.68,258,21
4560,2898.87,257,21
4561,2900.07,257,21
4562,2901.26,255,21
4563,2902.44,255,21
4564,2903.62,253,21
4565,2904.80,253,21
4566,2905.97,252,21
4567,2907.14,252,21
4568,2908.31,250,21
4569,2909.47,248,21
4570,2910.62,248,21
4571,2911.77,246,21
4572,2912.91,244,21
4573,2914.04,244,21
4574,2915.17,243,21
4575,2916.30,243,21
4576,2917.43,241,21
4577,2918.54,239,21
4578,2919.65,239,21
4579,2920.76,237,21
4580,2921.86,237,21
4581,2922.96,235,21
4582,2924.05,235,21
4583,2925.14,233,21
4584,2926.22,233,21
4585,2927.30,231,21
4586,2928.37,229,21
4587,2929.43,229,21
4588,2930.49,228,21
4589,2931.55,228,21
4590,2932.61,226,21
4591,2933.66,226,21
4592,2934.71,225,21
4593,2935.75,225,21
4594,2936.79,224,21
4595,2937.83,223,21
4596,2938.87,223,21
4597,2939.90,221,21
4598,2940.93,221,21
4599,2941.95,219,21
4600,2942.97,219,21
4601,2943.98,217,21
4602,2944.99,217,21
4603,2945.99,215,21
4604,2946.99,213,21
4605,2947.98,213,21
4606,2948.97,212,21
4607,2949.95,212,21
4608,2950.93,210,21
4609,2951.91,210,21
4610,2952.88,208,21
4611,2953.85,208,21
4612,2954.81,207,21
4613,2955.77,205,21
4614,2956.72,205,21
4615,2957.67,204,21
4616,2958.62,204,21
4617,2959.56,202,21
4618,2960.50,202,21
4619,2961.44,200,21
4620,2962.37,200,21
4621,2963.29,199,21
4622,2964.21,197,21
4623,2965.13,197,21
4624,2966.04,195,21
4625,2966.95,195,21
4626,2967.85,193,21
4627,2968.74,193,21
4628,2969.64,192,21
4629,2970.53,192,21
4630,2971.42,190,21
4631,2972.30,189,21
4632,2973.18,189,21
4633,2974.05,188,21
4634,2974.93,188,21
4635,2975.80,186,21
4636,2976.66,186,21
4637,2977.52,184,21
4638,2978.38,184,21
4639,2979.23,182,21
4640,2980.07,180,21
4641,2980.91,180,21
4642,2981.74,179,21
4643,2982.57,179,21
4644,2983.40,177,21
4645,2984.22,177,21
4646,2985.04,175,21
4647,2985.85,175,21
4648,2986.66,174,21
4649,2987.47,172,21
4650,2988.27,172,21
4651,2989.06,171,21
4652,2989.86,171,21
4653,2990.65,169,21
4654,2991.43,169,21
4655,2992.22,168,21
4656,2993.00,168,21
4657,2993.77,166,21
4658,2994.54,165,21
4659,2995.31,165,21
4660,2996.07,163,21
4661,2996.83,163,21
4662,2997.59,162,21
4663,2998.34,162,21
4664,2999.09,160,21
4665,2999.83,160,21
4666,3000.57,159,21
4667,3001.31,157,21
4668,3002.04,157,21
4669,3002.76,155,21
4670,3003.48,155,21
4671,3004.20,153,21
4672,3004.91,153,21
4673,3005.61,151,21
4674,3006.32,151,21
4675,3007.02,150,21
4676,3007.71,148,21
4677,3008.40,148,21
4678,3009.08,146,21
4679,3009.76,146,21
4680,3010.43,145,21
4681,3011.11,145,21
4682,3011.78,143,21
4683,3012.44,143,21
4684,3013.10,142,21
4685,3013.76,140,21
4686,3014.41,140,21
4687,3015.06,138,21
4688,3015.70,138,21
4689,3016.34,137,21
4690,3016.97,137,21
4691,3017.61,135,21
4692,3018.23,135,21
4693,3018.86,134,21
4694,3019.48,132,21
4695,3020.09,132,21
4696,3020.70,130,21
4697,3021.30,130,21
4698,3021.90,129,21
4699,3022.50,129,21
4700,3023.10,127,21
4701,3023.69,127,21
4702,3024.28,126,21
4703,3024.86,124,21
4704,3025.43,124,21
4705,3026.01,123,21
4706,3026.58,123,21
4707,3027.15,121,21
4708,3027.71,121,21
4709,3028.27,119,21
4710,3028.82,119,21
4711,3029.37,118,21
4712,3029.91,116,21
4713,3030.45,116,21
4714,3030.99,115,21
4715,3031.53,115,21
4716,3032.05,113,21
4717,3032.58,113,21
4718,3033.10,112,21
4719,3033.62,112,21
4720,3034.14,110,21
4721,3034.65,108,21
4722,3035.15,108,21
4723,3035.65,107,21
4724,3036.14,107,21
4725,3036.64,105,21
4726,3037.13,105,21
4727,3037.61,104,21
4728,3038.09,104,21
4729,3038.57,102,21
4730,3039.04,101,21
4731,3039.51,101,21
4732,3039.98,99,21
4733,3040.44,99,21
4734,3040.90,98,21
4735,3041.35,98,21
4736,3041.80,96,21
4737,3042.25,96,21
4738,3042.69,95,21
4739,3043.13,93,21
4740,3043.56,93,21
4741,3043.99,92,21
4742,3044.42,92,21
4743,3044.85,91,21
4744,3045.27,91,21
4745,3045.69,89,21
4746,3046.10,89,21
4747,3046.51,88,21
4748,3046.92,86,21
4749,3047.32,86,21
4750,3047.71,85,21
4751,3048.11,85,21
4752,3048.50,83,21
4753,3048.88,83,21
4754,3049.27,82,21
4755,3049.65,82,21
4756,3050.03,81,21
4757,3050.40,80,21
4758,3050.77,80,21
4759,3051.14,78,21
4760,3051.50,78,21
4761,3051.86,77,21
4762,3052.22,77,21
4763,3052.58,76,21
4764,3052.93,76,21
4765,3053.28,75,21
4766,3053.63,74,21
4767,3053.97,74,21
4768,3054.31,73,21
4769,3054.65,73,21
4770,3054.99,72,21
4771,3055.32,72,21
4772,3055.66,71,21
4773,3055.99,71,21
4774,3056.31,70,21
4775,3056.64,69,21
4776,3056.96,69,21
4777,3057.28,68,21
4778,3057.59,68,21
4779,3057.91,67,21
4780,3058.22,67,21
4781,3058.53,67,21
4782,3058.84,67,21
4783,3059.15,66,21
4784,3059.45,65,21
4785,3059.75,65,21
4786,3060.06,65,21
4787,3060.36,65,21
4788,3060.66,64,21
4789,3060.96,64,21
4790,3061.25,63,21
4791,3061.54,63,21
4792,3061.84,63,21
4793,3062.13,63,21
4794,3062.42,63,21
4795,3062.71,62,21
4796,3063.00,62,21
4797,3063.29,62,21
4798,3063.58,62,21
4799,3063.86,61,21
4800,3064.15,61,21
4801,3064.43,61,21
4802,3064.71,61,21
4803,3065.00,61,21
4804,3065.28,60,21
4805,3065.56,60,21
4806,3065.84,60,21
4807,3066.12,60,21
4808,3066.39,60,21
4809,3066.67,60,21
4810,3066.95,59,21
4811,3067.22,59,21
4812,3067.50,59,21
4813,3067.77,59,21
4814,3068.05,59,21
4815,3068.32,58,21
4816,3068.59,58,21
4817,3068.86,58,21
4818,3069.13,58,21
4819,3069.40,58,21
4820,3069.66,57,21
4821,3069.93,57,21
4822,3070.19,57,21
4823,3070.46,57,21
4824,3070.72,57,21
4825,3070.99,57,21
4826,3071.25,57,21
4827,3071.52,57,21
4828,3071.78,57,21
4829,3072.05,57,21
4830,3072.31,57,21
4831,3072.58,58,21
4832,3072.85,58,21
4833,3073.12,58,21
4834,3073.39,58,21
4835,3073.66,59,21
4836,3073.93,59,21
4837,3074.21,59,21
4838,3074.48,59,21
4839,3074.76,59,21
4840,3075.03,60,21
4841,3075.31,60,21
4842,3075.59,60,21
4843,3075.87,60,21
4844,3076.15,61,21
4845,3076.44,61,21
4846,3076.72,61,21
4847,3077.00,62,21
4848,3077.29,62,21
4849,3077.58,62,21
4850,3077.87,62,21
4851,3078.16,63,21
4852,3078.45,63,21
4853,3078.75,63,21
4854,3079.04,63,21
4855,3079.33,64,21
4856,3079.63,64,21
4857,3079.93,64,21
4858,3080.23,65,21
4859,3080.53,65,21
4860,3080.83,65,21
4861,3081.13,65,21
4862,3081.44,66,21
4863,3081.75,66,21
4864,3082.05,67,21
4865,3082.37,67,21
4866,3082.68,67,21
4867,3082.99,68,21
4868,3083.31,68,21
4869,3083.63,69,21
4870,3083.95,69,21
4871,3084.27,69,21
4872,3084.59,69,21
4873,3084.91,70,21
4874,3085.24,71,21
4875,3085.57,71,21
4876,3085.90,71,21
4877,3086.23,71,21
4878,3086.56,72,21
4879,3086.89,72,21
4880,3087.23,73,21
4881,3087.57,73,21
4882,3087.91,74,21
4883,3088.26,75,21
4884,3088.61,75,21
4885,3088.96,76,21
4886,3089.31,76,21
4887,3089.66,76,21
4888,3090.02,76,21
4889,3090.37,77,21
4890,3090.73,77,21
4891,3091.09,78,21
4892,3091.46,79,21
4893,3091.82,79,21
4894,3092.19,80,21
4895,3092.57,81,21
4896,3092.94,81,21
4897,3093.32,82,21
4898,3093.70,82,21
4899,3094.09,83,21
4900,3094.48,85,21
4901,3094.87,85,21
4902,3095.27,86,21
4903,3095.67,86,21
4904,3096.07,87,21
4905,3096.48,87,21
4906,3096.88,88,21
4907,3097.29,88,21
4908,3097.70,89,21
4909,3098.12,90,21
4910,3098.54,90,21
4911,3098.96,91,21
4912,3099.38,91,21
4913,3099.81,93,21
4914,3100.24,93,21
4915,3100.67,94,21
4916,3101.11,94,21
4917,3101.55,95,21
4918,3101.99,96,21
4919,3102.44,96,21
4920,3102.89,96,21
4921,3103.33,96,21
4922,3103.78,96,21
4923,3104.23,96,21
4924,3104.67,96,21
4925,3105.12,96,21
4926,3105.56,95,21
4927,3106.00,95,21
4928,3106.45,95,21
4929,3106.88,94,21
4930,3107.32,94,21
4931,3107.76,93,21
4932,3108.19,93,21
4933,3108.62,92,21
4934,3109.05,92,21
4935,3109.47,91,21
4936,3109.89,90,21
4937,3110.31,90,21
4938,3110.73,90,21
4939,3111.15,90,21
4940,3111.56,89,21
4941,3111.98,89,21
4942,3112.39,88,21
4943,3112.80,88,21
4944,3113.20,87,21
4945,3113.61,87,21
4946,3114.01,87,21
4947,3114.41,86,21
4948,3114.81,86,21
4949,3115.21,85,21
4950,3115.61,85,21
4951,3116.00,85,21
4952,3116.40,85,21
4953,3116.79,84,21
4954,3117.18,84,21
4955,3117.57,84,21
4956,3117.96,83,21
4957,3118.34,83,21
4958,3118.73,82,21
4959,3119.11,82,21
4960,3119.49,82,21
4961,3119.87,82,21
4962,3120.25,81,21
4963,3120.62,80,21
4964,3120.99,80,21
4965,3121.37,80,21
4966,3121.74,80,21
4967,3122.11,79,21
4968,3122.47,79,21
4969,3122.84,79,21
4970,3123.21,79,21
4971,3123.58,79,21
4972,3123.94,79,21
4973,3124.31,79,21
4974,3124.68,79,21
4975,3125.04,79,21
4976,3125.41,79,21
4977,3125.78,79,21
4978,3126.15,79,21
4979,3126.51,79,21
4980,3126.88,79,21
4981,3127.25,79,21
4982,3127.62,79,21
4983,3127.98,80,21
4984,3128.36,80,21
4985,3128.73,80,21
4986,3129.10,80,21
4987,3129.47,80,21
4988,3129.84,80,21
4989,3130.22,80,21
4990,3130.58,79,21
4991,3130.95,79,21
4992,3131.32,79,21
4993,3131.69,79,21
4994,3132.05,78,21
4995,3132.41,78,21
4996,3132.78,78,21
4997,3133.14,78,21
4998,3133.50,78,21
4999,3133.86,77,21
5000,3134.22,77,21
5001,3134.58,77,21
5002,3134.94,77,21
5003,3135.29,77,21
5004,3135.65,77,21
5005,3136.01,76,21
5006,3136.36,76,21
5007,3136.71,76,21
5008,3137.07,76,21
5009,3137.42,76,21
5010,3137.77,75,21
5011,3138.12,75,21
5012,3138.47,75,21
5013,3138.82,75,21
5014,3139.16,75,21
5015,3139.51,75,21
5016,3139.86,75,21
5017,3140.21,75,21
5018,3140.56,75,21
5019,3140.91,75,21
5020,3141.26,75,21
5021,3141.60,75,21
5022,3141.95,75,21
5023,3142.30,74,21
5024,3142.64,74,21
5025,3142.99,74,21
5026,3143.33,74,21
5027,3143.67,74,21
5028,3144.02,74,21
5029,3144.36,74,21
5030,3144.71,75,21
5031,3145.06,75,21
5032,3145.41,75,21
5033,3145.75,75,21
5034,3146.10,75,21
5035,3146.45,75,21
5036,3146.80,75,21
5037,3147.15,75,21
5038,3147.50,75,21
5039,3147.85,76,21
5040,3148.20,76,21
5041,3148.55,76,21
5042,3148.91,76,21
5043,3149.26,76,21
5044,3149.61,76,21
5045,3149.97,76,21
5046,3150.32,77,21
5047,3150.68,77,21
5048,3151.04,77,21
5049,3151.40,77,21
5050,3151.75,77,21
5051,3152.11,77,21
5052,3152.47,78,21
5053,3152.84,78,21
5054,3153.20,78,21
5055,3153.56,79,21
5056,3153.93,79,21
5057,3154.30,80,21
5058,3154.67,80,21
5059,3155.04,80,21
5060,3155.41,80,21
5061,3155.79,81,21
5062,3156.17,81,21
5063,3156.54,81,21
5064,3156.92,82,21
5065,3157.30,82,21
5066,3157.69,83,21
5067,3158.07,83,21
5068,3158.46,83,21
5069,3158.84,83,21
5070,3159.23,84,21
5071,3159.62,85,21
5072,3160.02,85,21
5073,3160.41,85,21
5074,3160.81,85,21
5075,3161.21,86,21
5076,3161.61,86,21
5077,3162.01,87,21
5078,3162.41,87,21
5079,3162.82,88,21
5080,3163.23,88,21
5081,3163.64,88,21
5082,3164.05,89,21
5083,3164.46,89,21
5084,3164.88,90,21
5085,3165.30,90,21
5086,3165.71,90,21
5087,3166.13,90,21
5088,3166.55,91,21
5089,3166.98,92,21
5090,3167.41,92,21
5091,3167.84,93,21
5092,3168.27,93,21
5093,3168.70,93,21
5094,3169.13,93,21
5095,3169.57,94,21
5096,3170.00,94,21
5097,3170.44,95,21
5098,3170.88,95,21
5099,3171.33,95,21
5100,3171.77,96,21
5101,3172.22,96,21
5102,3172.66,97,21
5103,3173.12,97,21
5104,3173.57,97,21
5105,3174.02,97,21
5106,3174.47,98,21
5107,3174.93,98,21
5108,3175.38,98,21
5109,3175.84,99,21
5110,3176.30,99,21
5111,3176.76,100,21
5112,3177.23,100,21
5113,3177.69,100,21
5114,3178.16,100,21
